,ID,BedrijfstakkenBranchesSBI2008,Perioden,Ongecorrigeerd_1,Kalendergecorrigeerd_2,Seizoengecorrigeerd_3,Ongecorrigeerd_4,Kalendergecorrigeerd_5,Ongecorrigeerd_6,Seizoengecorrigeerd_7,Ongecorrigeerd_8,Kalendergecorrigeerd_9,Seizoengecorrigeerd_10,Ongecorrigeerd_11,Kalendergecorrigeerd_12,Ongecorrigeerd_13,Seizoengecorrigeerd_14,Ongecorrigeerd_15,Kalendergecorrigeerd_16,Seizoengecorrigeerd_17,Ongecorrigeerd_18,Kalendergecorrigeerd_19,Ongecorrigeerd_20,Seizoengecorrigeerd_21
25484,25484,"561 Restaurants, andere eetgelegenheden",2013 1e kwartaal,69.3,,,-1.0,,-13.1,,,,,,,,,,,,,,,
25485,25485,"561 Restaurants, andere eetgelegenheden",2013 april,,,,,,,,,,,,,,,,,,,,,
25486,25486,"561 Restaurants, andere eetgelegenheden",2013 mei,,,,,,,,,,,,,,,,,,,,,
25487,25487,"561 Restaurants, andere eetgelegenheden",2013 juni,,,,,,,,,,,,,,,,,,,,,
25488,25488,"561 Restaurants, andere eetgelegenheden",2013 2e kwartaal,86.6,,,2.5,,24.9,,,,,,,,,,,,,,,
25489,25489,"561 Restaurants, andere eetgelegenheden",2013 juli,,,,,,,,,,,,,,,,,,,,,
25490,25490,"561 Restaurants, andere eetgelegenheden",2013 augustus,,,,,,,,,,,,,,,,,,,,,
25491,25491,"561 Restaurants, andere eetgelegenheden",2013 september,,,,,,,,,,,,,,,,,,,,,
25492,25492,"561 Restaurants, andere eetgelegenheden",2013 3e kwartaal,89.1,,,2.7,,2.9,,,,,,,,,,,,,,,
25493,25493,"561 Restaurants, andere eetgelegenheden",2013 oktober,,,,,,,,,,,,,,,,,,,,,
25494,25494,"561 Restaurants, andere eetgelegenheden",2013 november,,,,,,,,,,,,,,,,,,,,,
25495,25495,"561 Restaurants, andere eetgelegenheden",2013 december,,,,,,,,,,,,,,,,,,,,,
25496,25496,"561 Restaurants, andere eetgelegenheden",2013 4e kwartaal,83.2,,,4.2,,-6.6,,,,,,,,,,,,,,,
25497,25497,"561 Restaurants, andere eetgelegenheden",2013,82.0,,,2.2,,2.2,,,,,,,,,,,,,,,
25498,25498,"561 Restaurants, andere eetgelegenheden",2014 januari,,,,,,,,,,,,,,,,,,,,,
25499,25499,"561 Restaurants, andere eetgelegenheden",2014 februari,,,,,,,,,,,,,,,,,,,,,
25500,25500,"561 Restaurants, andere eetgelegenheden",2014 maart,,,,,,,,,,,,,,,,,,,,,
25501,25501,"561 Restaurants, andere eetgelegenheden",2014 1e kwartaal,74.9,,,8.1,,-9.9,,,,,,,,,,,,,,,
25502,25502,"561 Restaurants, andere eetgelegenheden",2014 april,,,,,,,,,,,,,,,,,,,,,
25503,25503,"561 Restaurants, andere eetgelegenheden",2014 mei,,,,,,,,,,,,,,,,,,,,,
25504,25504,"561 Restaurants, andere eetgelegenheden",2014 juni,,,,,,,,,,,,,,,,,,,,,
25505,25505,"561 Restaurants, andere eetgelegenheden",2014 2e kwartaal,91.0,,,5.1,,21.5,,,,,,,,,,,,,,,
25506,25506,"561 Restaurants, andere eetgelegenheden",2014 juli,,,,,,,,,,,,,,,,,,,,,
25507,25507,"561 Restaurants, andere eetgelegenheden",2014 augustus,,,,,,,,,,,,,,,,,,,,,
25508,25508,"561 Restaurants, andere eetgelegenheden",2014 september,,,,,,,,,,,,,,,,,,,,,
25509,25509,"561 Restaurants, andere eetgelegenheden",2014 3e kwartaal,93.7,,,5.2,,3.0,,,,,,,,,,,,,,,
25510,25510,"561 Restaurants, andere eetgelegenheden",2014 oktober,,,,,,,,,,,,,,,,,,,,,
25511,25511,"561 Restaurants, andere eetgelegenheden",2014 november,,,,,,,,,,,,,,,,,,,,,
25512,25512,"561 Restaurants, andere eetgelegenheden",2014 december,,,,,,,,,,,,,,,,,,,,,
25513,25513,"561 Restaurants, andere eetgelegenheden",2014 4e kwartaal,88.8,,,6.8,,-5.2,,,,,,,,,,,,,,,
25514,25514,"561 Restaurants, andere eetgelegenheden",2014,87.1,,,6.2,,6.2,,,,,,,,,,,,,,,
25515,25515,"561 Restaurants, andere eetgelegenheden",2015 januari,,,,,,,,,,,,,,,,,,,,,
25516,25516,"561 Restaurants, andere eetgelegenheden",2015 februari,,,,,,,,,,,,,,,,,,,,,
25517,25517,"561 Restaurants, andere eetgelegenheden",2015 maart,,,,,,,,,,,,,,,,,,,,,
25518,25518,"561 Restaurants, andere eetgelegenheden",2015 1e kwartaal,78.3,,,4.5,,-11.8,,,,,,,,,,,,,,,
25519,25519,"561 Restaurants, andere eetgelegenheden",2015 april,,,,,,,,,,,,,,,,,,,,,
25520,25520,"561 Restaurants, andere eetgelegenheden",2015 mei,,,,,,,,,,,,,,,,,,,,,
25521,25521,"561 Restaurants, andere eetgelegenheden",2015 juni,,,,,,,,,,,,,,,,,,,,,
25522,25522,"561 Restaurants, andere eetgelegenheden",2015 2e kwartaal,98.2,,,7.9,,25.3,,,,,,,,,,,,,,,
25523,25523,"561 Restaurants, andere eetgelegenheden",2015 juli,,,,,,,,,,,,,,,,,,,,,
25524,25524,"561 Restaurants, andere eetgelegenheden",2015 augustus,,,,,,,,,,,,,,,,,,,,,
25525,25525,"561 Restaurants, andere eetgelegenheden",2015 september,,,,,,,,,,,,,,,,,,,,,
25526,25526,"561 Restaurants, andere eetgelegenheden",2015 3e kwartaal,99.5,,,6.2,,1.4,,,,,,,,,,,,,,,
25527,25527,"561 Restaurants, andere eetgelegenheden",2015 oktober,,,,,,,,,,,,,,,,,,,,,
25528,25528,"561 Restaurants, andere eetgelegenheden",2015 november,,,,,,,,,,,,,,,,,,,,,
25529,25529,"561 Restaurants, andere eetgelegenheden",2015 december,,,,,,,,,,,,,,,,,,,,,
25530,25530,"561 Restaurants, andere eetgelegenheden",2015 4e kwartaal,95.8,,,7.9,,-3.7,,,,,,,,,,,,,,,
25531,25531,"561 Restaurants, andere eetgelegenheden",2015,93.0,,,6.7,,6.7,,,,,,,,,,,,,,,
25532,25532,"561 Restaurants, andere eetgelegenheden",2016 januari,,,,,,,,,,,,,,,,,,,,,
25533,25533,"561 Restaurants, andere eetgelegenheden",2016 februari,,,,,,,,,,,,,,,,,,,,,
25534,25534,"561 Restaurants, andere eetgelegenheden",2016 maart,,,,,,,,,,,,,,,,,,,,,
25535,25535,"561 Restaurants, andere eetgelegenheden",2016 1e kwartaal,84.2,,,7.5,,-12.1,,,,,,,,,,,,,,,
25536,25536,"561 Restaurants, andere eetgelegenheden",2016 april,,,,,,,,,,,,,,,,,,,,,
25537,25537,"561 Restaurants, andere eetgelegenheden",2016 mei,,,,,,,,,,,,,,,,,,,,,
25538,25538,"561 Restaurants, andere eetgelegenheden",2016 juni,,,,,,,,,,,,,,,,,,,,,
25539,25539,"561 Restaurants, andere eetgelegenheden",2016 2e kwartaal,103.0,,,4.9,,22.3,,,,,,,,,,,,,,,
25540,25540,"561 Restaurants, andere eetgelegenheden",2016 juli,,,,,,,,,,,,,,,,,,,,,
25541,25541,"561 Restaurants, andere eetgelegenheden",2016 augustus,,,,,,,,,,,,,,,,,,,,,
25542,25542,"561 Restaurants, andere eetgelegenheden",2016 september,,,,,,,,,,,,,,,,,,,,,
25543,25543,"561 Restaurants, andere eetgelegenheden",2016 3e kwartaal,109.9,,,10.4,,6.7,,,,,,,,,,,,,,,
25544,25544,"561 Restaurants, andere eetgelegenheden",2016 oktober,,,,,,,,,,,,,,,,,,,,,
25545,25545,"561 Restaurants, andere eetgelegenheden",2016 november,,,,,,,,,,,,,,,,,,,,,
25546,25546,"561 Restaurants, andere eetgelegenheden",2016 december,,,,,,,,,,,,,,,,,,,,,
25547,25547,"561 Restaurants, andere eetgelegenheden",2016 4e kwartaal,102.2,,,6.7,,-7.0,,,,,,,,,,,,,,,
25548,25548,"561 Restaurants, andere eetgelegenheden",2016,99.8,,,7.4,,7.4,,,,,,,,,,,,,,,
25549,25549,"561 Restaurants, andere eetgelegenheden",2017 januari,,,,,,,,,,,,,,,,,,,,,
25550,25550,"561 Restaurants, andere eetgelegenheden",2017 februari,,,,,,,,,,,,,,,,,,,,,
25551,25551,"561 Restaurants, andere eetgelegenheden",2017 maart,,,,,,,,,,,,,,,,,,,,,
25552,25552,"561 Restaurants, andere eetgelegenheden",2017 1e kwartaal,91.3,,,8.3,,-10.7,,,,,,,,,,,,,,,
25553,25553,"561 Restaurants, andere eetgelegenheden",2017 april,,,,,,,,,,,,,,,,,,,,,
25554,25554,"561 Restaurants, andere eetgelegenheden",2017 mei,,,,,,,,,,,,,,,,,,,,,
25555,25555,"561 Restaurants, andere eetgelegenheden",2017 juni,,,,,,,,,,,,,,,,,,,,,
25556,25556,"561 Restaurants, andere eetgelegenheden",2017 2e kwartaal,113.5,,,10.2,,24.4,,,,,,,,,,,,,,,
25557,25557,"561 Restaurants, andere eetgelegenheden",2017 juli,,,,,,,,,,,,,,,,,,,,,
25558,25558,"561 Restaurants, andere eetgelegenheden",2017 augustus,,,,,,,,,,,,,,,,,,,,,
25559,25559,"561 Restaurants, andere eetgelegenheden",2017 september,,,,,,,,,,,,,,,,,,,,,
25560,25560,"561 Restaurants, andere eetgelegenheden",2017 3e kwartaal,117.5,,,6.9,,3.5,,,,,,,,,,,,,,,
25561,25561,"561 Restaurants, andere eetgelegenheden",2017 oktober,,,,,,,,,,,,,,,,,,,,,
25562,25562,"561 Restaurants, andere eetgelegenheden",2017 november,,,,,,,,,,,,,,,,,,,,,
25563,25563,"561 Restaurants, andere eetgelegenheden",2017 december,,,,,,,,,,,,,,,,,,,,,
25564,25564,"561 Restaurants, andere eetgelegenheden",2017 4e kwartaal,109.2,,,6.9,,-7.0,,,,,,,,,,,,,,,
25565,25565,"561 Restaurants, andere eetgelegenheden",2017,107.9,,,8.1,,8.1,,,,,,,,,,,,,,,
25566,25566,"561 Restaurants, andere eetgelegenheden",2018 januari,,,,,,,,,,,,,,,,,,,,,
25567,25567,"561 Restaurants, andere eetgelegenheden",2018 februari,,,,,,,,,,,,,,,,,,,,,
25568,25568,"561 Restaurants, andere eetgelegenheden",2018 maart,,,,,,,,,,,,,,,,,,,,,
25569,25569,"561 Restaurants, andere eetgelegenheden",2018 1e kwartaal,97.8,,,7.2,,-10.5,,,,,,,,,,,,,,,
25570,25570,"561 Restaurants, andere eetgelegenheden",2018 april,,,,,,,,,,,,,,,,,,,,,
25571,25571,"561 Restaurants, andere eetgelegenheden",2018 mei,,,,,,,,,,,,,,,,,,,,,
25572,25572,"561 Restaurants, andere eetgelegenheden",2018 juni,,,,,,,,,,,,,,,,,,,,,
25573,25573,"561 Restaurants, andere eetgelegenheden",2018 2e kwartaal,121.5,,,7.1,,24.3,,,,,,,,,,,,,,,
25574,25574,"561 Restaurants, andere eetgelegenheden",2018 juli,,,,,,,,,,,,,,,,,,,,,
25575,25575,"561 Restaurants, andere eetgelegenheden",2018 augustus,,,,,,,,,,,,,,,,,,,,,
25576,25576,"561 Restaurants, andere eetgelegenheden",2018 september,,,,,,,,,,,,,,,,,,,,,
25577,25577,"561 Restaurants, andere eetgelegenheden",2018 3e kwartaal,124.2,,,5.8,,2.2,,,,,,,,,,,,,,,
25578,25578,"561 Restaurants, andere eetgelegenheden",2018 oktober,,,,,,,,,,,,,,,,,,,,,
25579,25579,"561 Restaurants, andere eetgelegenheden",2018 november,,,,,,,,,,,,,,,,,,,,,
25580,25580,"561 Restaurants, andere eetgelegenheden",2018 december,,,,,,,,,,,,,,,,,,,,,
25581,25581,"561 Restaurants, andere eetgelegenheden",2018 4e kwartaal,117.5,,,7.6,,-5.4,,,,,,,,,,,,,,,
25582,25582,"561 Restaurants, andere eetgelegenheden",2018,115.3,,,6.9,,6.9,,,,,,,,,,,,,,,
25583,25583,"561 Restaurants, andere eetgelegenheden",2019 januari,,,,,,,,,,,,,,,,,,,,,
25584,25584,"561 Restaurants, andere eetgelegenheden",2019 februari,,,,,,,,,,,,,,,,,,,,,
25585,25585,"561 Restaurants, andere eetgelegenheden",2019 maart,,,,,,,,,,,,,,,,,,,,,
25586,25586,"561 Restaurants, andere eetgelegenheden",2019 1e kwartaal,102.5,,,4.8,,-12.7,,,,,,,,,,,,,,,
25587,25587,"561 Restaurants, andere eetgelegenheden",2019 april,,,,,,,,,,,,,,,,,,,,,
25588,25588,"561 Restaurants, andere eetgelegenheden",2019 mei,,,,,,,,,,,,,,,,,,,,,
25589,25589,"561 Restaurants, andere eetgelegenheden",2019 juni,,,,,,,,,,,,,,,,,,,,,
25590,25590,"561 Restaurants, andere eetgelegenheden",2019 2e kwartaal,125.7,,,3.5,,22.6,,,,,,,,,,,,,,,
25591,25591,"561 Restaurants, andere eetgelegenheden",2019 juli,,,,,,,,,,,,,,,,,,,,,
25592,25592,"561 Restaurants, andere eetgelegenheden",2019 augustus,,,,,,,,,,,,,,,,,,,,,
25593,25593,"561 Restaurants, andere eetgelegenheden",2019 september,,,,,,,,,,,,,,,,,,,,,
25594,25594,"561 Restaurants, andere eetgelegenheden",2019 3e kwartaal,128.1,,,3.1,,1.9,,,,,,,,,,,,,,,
25595,25595,"561 Restaurants, andere eetgelegenheden",2019 oktober,,,,,,,,,,,,,,,,,,,,,
25596,25596,"561 Restaurants, andere eetgelegenheden",2019 november,,,,,,,,,,,,,,,,,,,,,
25597,25597,"561 Restaurants, andere eetgelegenheden",2019 december,,,,,,,,,,,,,,,,,,,,,
25598,25598,"561 Restaurants, andere eetgelegenheden",2019 4e kwartaal,122.5,,,4.2,,-4.4,,,,,,,,,,,,,,,
25599,25599,"561 Restaurants, andere eetgelegenheden",2019,119.7,,,3.9,,3.9,,,,,,,,,,,,,,,
25600,25600,"561 Restaurants, andere eetgelegenheden",2020 januari,,,,,,,,,,,,,,,,,,,,,
25601,25601,"561 Restaurants, andere eetgelegenheden",2020 februari,,,,,,,,,,,,,,,,,,,,,
25602,25602,"561 Restaurants, andere eetgelegenheden",2020 maart,,,,,,,,,,,,,,,,,,,,,
25603,25603,"561 Restaurants, andere eetgelegenheden",2020 1e kwartaal,92.2,,,-10.0,,-24.7,,,,,,,,,,,,,,,
25604,25604,"561 Restaurants, andere eetgelegenheden",2020 april,,,,,,,,,,,,,,,,,,,,,
25605,25605,"561 Restaurants, andere eetgelegenheden",2020 mei,,,,,,,,,,,,,,,,,,,,,
25606,25606,"561 Restaurants, andere eetgelegenheden",2020 juni,,,,,,,,,,,,,,,,,,,,,
25607,25607,"561 Restaurants, andere eetgelegenheden",2020 2e kwartaal,64.8,,,-48.5,,-29.7,,,,,,,,,,,,,,,
25608,25608,"561 Restaurants, andere eetgelegenheden",2020 juli,,,,,,,,,,,,,,,,,,,,,
25609,25609,"561 Restaurants, andere eetgelegenheden",2020 augustus,,,,,,,,,,,,,,,,,,,,,
25610,25610,"561 Restaurants, andere eetgelegenheden",2020 september,,,,,,,,,,,,,,,,,,,,,
25611,25611,"561 Restaurants, andere eetgelegenheden",2020 3e kwartaal,123.1,,,-3.9,,89.9,,,,,,,,,,,,,,,
25612,25612,"561 Restaurants, andere eetgelegenheden",2020 oktober,,,,,,,,,,,,,,,,,,,,,
25613,25613,"561 Restaurants, andere eetgelegenheden",2020 november,,,,,,,,,,,,,,,,,,,,,
25614,25614,"561 Restaurants, andere eetgelegenheden",2020 december,,,,,,,,,,,,,,,,,,,,,
25615,25615,"561 Restaurants, andere eetgelegenheden",2020 4e kwartaal,65.1,,,-46.9,,-47.1,,,,,,,,,,,,,,,
25616,25616,"561 Restaurants, andere eetgelegenheden",2020,86.3,,,-27.9,,-27.9,,,,,,,,,,,,,,,
25617,25617,"561 Restaurants, andere eetgelegenheden",2021 januari,,,,,,,,,,,,,,,,,,,,,
25618,25618,"561 Restaurants, andere eetgelegenheden",2021 februari,,,,,,,,,,,,,,,,,,,,,
25619,25619,"561 Restaurants, andere eetgelegenheden",2021 maart,,,,,,,,,,,,,,,,,,,,,
25620,25620,"561 Restaurants, andere eetgelegenheden",2021 1e kwartaal,56.3,,,-39.0,,-13.5,,,,,,,,,,,,,,,
25621,25621,"561 Restaurants, andere eetgelegenheden",2021 april,,,,,,,,,,,,,,,,,,,,,
25622,25622,"561 Restaurants, andere eetgelegenheden",2021 mei,,,,,,,,,,,,,,,,,,,,,
25623,25623,"561 Restaurants, andere eetgelegenheden",2021 juni,,,,,,,,,,,,,,,,,,,,,
25624,25624,"561 Restaurants, andere eetgelegenheden",2021 2e kwartaal,95.1,,,46.7,,68.9,,,,,,,,,,,,,,,
25625,25625,"561 Restaurants, andere eetgelegenheden",2021 juli,,,,,,,,,,,,,,,,,,,,,
25626,25626,"561 Restaurants, andere eetgelegenheden",2021 augustus,,,,,,,,,,,,,,,,,,,,,
25627,25627,"561 Restaurants, andere eetgelegenheden",2021 september,,,,,,,,,,,,,,,,,,,,,
25628,25628,"561 Restaurants, andere eetgelegenheden",2021 3e kwartaal,142.5,,,15.8,,49.8,,,,,,,,,,,,,,,
25629,25629,"561 Restaurants, andere eetgelegenheden",2021 oktober,,,,,,,,,,,,,,,,,,,,,
25630,25630,"561 Restaurants, andere eetgelegenheden",2021 november,,,,,,,,,,,,,,,,,,,,,
25631,25631,"561 Restaurants, andere eetgelegenheden",2021 december,,,,,,,,,,,,,,,,,,,,,
25632,25632,"561 Restaurants, andere eetgelegenheden",2021 4e kwartaal,106.2,,,63.2,,-25.5,,,,,,,,,,,,,,,
25633,25633,"561 Restaurants, andere eetgelegenheden",2021,100.0,,,15.9,,15.9,,,,,,,,,,,,,,,
25634,25634,"561 Restaurants, andere eetgelegenheden",2022 januari,,,,,,,,,,,,,,,,,,,,,
25635,25635,"561 Restaurants, andere eetgelegenheden",2022 februari,,,,,,,,,,,,,,,,,,,,,
25636,25636,"561 Restaurants, andere eetgelegenheden",2022 maart,,,,,,,,,,,,,,,,,,,,,
25637,25637,"561 Restaurants, andere eetgelegenheden",2022 1e kwartaal,104.4,,,85.5,,-1.7,,,,,,,,,,,,,,,
25638,25638,"561 Restaurants, andere eetgelegenheden",2022 april,,,,,,,,,,,,,,,,,,,,,
25639,25639,"561 Restaurants, andere eetgelegenheden",2022 mei,,,,,,,,,,,,,,,,,,,,,
25640,25640,"561 Restaurants, andere eetgelegenheden",2022 juni,,,,,,,,,,,,,,,,,,,,,
25641,25641,"561 Restaurants, andere eetgelegenheden",2022 2e kwartaal,157.9,,,66.1,,51.2,,,,,,,,,,,,,,,
25642,25642,"561 Restaurants, andere eetgelegenheden",2022 juli,,,,,,,,,,,,,,,,,,,,,
25643,25643,"561 Restaurants, andere eetgelegenheden",2022 augustus,,,,,,,,,,,,,,,,,,,,,
25644,25644,"561 Restaurants, andere eetgelegenheden",2022 september,,,,,,,,,,,,,,,,,,,,,
25645,25645,"561 Restaurants, andere eetgelegenheden",2022 3e kwartaal,159.2,,,11.8,,0.8,,,,,,,,,,,,,,,
25646,25646,"561 Restaurants, andere eetgelegenheden",2022 oktober,,,,,,,,,,,,,,,,,,,,,
25647,25647,"561 Restaurants, andere eetgelegenheden",2022 november,,,,,,,,,,,,,,,,,,,,,
25648,25648,"561 Restaurants, andere eetgelegenheden",2022 december,,,,,,,,,,,,,,,,,,,,,
25649,25649,"561 Restaurants, andere eetgelegenheden",2022 4e kwartaal,150.9,,,42.1,,-5.2,,,,,,,,,,,,,,,
25650,25650,"561 Restaurants, andere eetgelegenheden",2022,143.1,,,43.1,,43.1,,,,,,,,,,,,,,,
25651,25651,"561 Restaurants, andere eetgelegenheden",2023 januari,,,,,,,,,,,,,,,,,,,,,
25652,25652,"561 Restaurants, andere eetgelegenheden",2023 februari,,,,,,,,,,,,,,,,,,,,,
25653,25653,"561 Restaurants, andere eetgelegenheden",2023 maart,,,,,,,,,,,,,,,,,,,,,
25654,25654,"561 Restaurants, andere eetgelegenheden",2023 1e kwartaal,136.3,,,30.5,,-9.7,,,,,,,,,,,,,,,
25655,25655,"561 Restaurants, andere eetgelegenheden",2023 april,,,,,,,,,,,,,,,,,,,,,
25656,25656,"561 Restaurants, andere eetgelegenheden",2023 mei,,,,,,,,,,,,,,,,,,,,,
25657,25657,"561 Restaurants, andere eetgelegenheden",2023 juni,,,,,,,,,,,,,,,,,,,,,
25658,25658,"561 Restaurants, andere eetgelegenheden",2023 2e kwartaal,171.9,,,8.9,,26.1,,,,,,,,,,,,,,,
25659,25659,"561 Restaurants, andere eetgelegenheden",2023 juli,,,,,,,,,,,,,,,,,,,,,
25660,25660,"561 Restaurants, andere eetgelegenheden",2023 augustus,,,,,,,,,,,,,,,,,,,,,
25661,25661,"561 Restaurants, andere eetgelegenheden",2023 september,,,,,,,,,,,,,,,,,,,,,
25662,25662,"561 Restaurants, andere eetgelegenheden",2023 3e kwartaal,172.2,,,8.1,,0.1,,,,,,,,,,,,,,,
25663,25663,"561 Restaurants, andere eetgelegenheden",2023 oktober,,,,,,,,,,,,,,,,,,,,,
25664,25664,"561 Restaurants, andere eetgelegenheden",2023 november,,,,,,,,,,,,,,,,,,,,,
25665,25665,"561 Restaurants, andere eetgelegenheden",2023 december,,,,,,,,,,,,,,,,,,,,,
25666,25666,"561 Restaurants, andere eetgelegenheden",2023 4e kwartaal,159.8,,,5.9,,-7.2,,,,,,,,,,,,,,,
25667,25667,"561 Restaurants, andere eetgelegenheden",2023,160.0,,,11.8,,11.8,,,,,,,,,,,,,,,
25668,25668,"561 Restaurants, andere eetgelegenheden",2024 januari,,,,,,,,,,,,,,,,,,,,,
25669,25669,"561 Restaurants, andere eetgelegenheden",2024 februari,,,,,,,,,,,,,,,,,,,,,
25670,25670,"561 Restaurants, andere eetgelegenheden",2024 maart,,,,,,,,,,,,,,,,,,,,,
25671,25671,"561 Restaurants, andere eetgelegenheden",2024 1e kwartaal ,147.8,,,8.4,,-7.5,,,,,,,,,,,,,,,
25672,25672,"561 Restaurants, andere eetgelegenheden",2024 april,,,,,,,,,,,,,,,,,,,,,
25673,25673,"561 Restaurants, andere eetgelegenheden",2024 mei,,,,,,,,,,,,,,,,,,,,,
25674,25674,"561 Restaurants, andere eetgelegenheden",2024 juni,,,,,,,,,,,,,,,,,,,,,
25675,25675,"561 Restaurants, andere eetgelegenheden",2024 2e kwartaal,177.6,,,3.3,,20.2,,,,,,,,,,,,,,,
25676,25676,"561 Restaurants, andere eetgelegenheden",2024 juli,,,,,,,,,,,,,,,,,,,,,
25677,25677,"561 Restaurants, andere eetgelegenheden",2024 augustus,,,,,,,,,,,,,,,,,,,,,
25678,25678,"561 Restaurants, andere eetgelegenheden",2024 september,,,,,,,,,,,,,,,,,,,,,
25679,25679,"561 Restaurants, andere eetgelegenheden",2024 3e kwartaal ,179.9,,,4.5,,1.3,,,,,,,,,,,,,,,
25680,25680,"561 Restaurants, andere eetgelegenheden",2024 oktober,,,,,,,,,,,,,,,,,,,,,
25681,25681,56101 Restaurants,2000 januari,,,,,,,,,,,,,,,,,,,,,
25682,25682,56101 Restaurants,2000 februari,,,,,,,,,,,,,,,,,,,,,
25683,25683,56101 Restaurants,2000 maart,,,,,,,,,,,,,,,,,,,,,
25684,25684,56101 Restaurants,2000 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
25685,25685,56101 Restaurants,2000 april,,,,,,,,,,,,,,,,,,,,,
25686,25686,56101 Restaurants,2000 mei,,,,,,,,,,,,,,,,,,,,,
25687,25687,56101 Restaurants,2000 juni,,,,,,,,,,,,,,,,,,,,,
25688,25688,56101 Restaurants,2000 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
25689,25689,56101 Restaurants,2000 juli,,,,,,,,,,,,,,,,,,,,,
25690,25690,56101 Restaurants,2000 augustus,,,,,,,,,,,,,,,,,,,,,
25691,25691,56101 Restaurants,2000 september,,,,,,,,,,,,,,,,,,,,,
25692,25692,56101 Restaurants,2000 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
25693,25693,56101 Restaurants,2000 oktober,,,,,,,,,,,,,,,,,,,,,
25694,25694,56101 Restaurants,2000 november,,,,,,,,,,,,,,,,,,,,,
25695,25695,56101 Restaurants,2000 december,,,,,,,,,,,,,,,,,,,,,
25696,25696,56101 Restaurants,2000 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
25697,25697,56101 Restaurants,2000,,,,,,,,,,,,,,,,,,,,,
25698,25698,56101 Restaurants,2001 januari,,,,,,,,,,,,,,,,,,,,,
25699,25699,56101 Restaurants,2001 februari,,,,,,,,,,,,,,,,,,,,,
25700,25700,56101 Restaurants,2001 maart,,,,,,,,,,,,,,,,,,,,,
25701,25701,56101 Restaurants,2001 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
25702,25702,56101 Restaurants,2001 april,,,,,,,,,,,,,,,,,,,,,
25703,25703,56101 Restaurants,2001 mei,,,,,,,,,,,,,,,,,,,,,
25704,25704,56101 Restaurants,2001 juni,,,,,,,,,,,,,,,,,,,,,
25705,25705,56101 Restaurants,2001 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
25706,25706,56101 Restaurants,2001 juli,,,,,,,,,,,,,,,,,,,,,
25707,25707,56101 Restaurants,2001 augustus,,,,,,,,,,,,,,,,,,,,,
25708,25708,56101 Restaurants,2001 september,,,,,,,,,,,,,,,,,,,,,
25709,25709,56101 Restaurants,2001 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
25710,25710,56101 Restaurants,2001 oktober,,,,,,,,,,,,,,,,,,,,,
25711,25711,56101 Restaurants,2001 november,,,,,,,,,,,,,,,,,,,,,
25712,25712,56101 Restaurants,2001 december,,,,,,,,,,,,,,,,,,,,,
25713,25713,56101 Restaurants,2001 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
25714,25714,56101 Restaurants,2001,,,,,,,,,,,,,,,,,,,,,
25715,25715,56101 Restaurants,2002 januari,,,,,,,,,,,,,,,,,,,,,
25716,25716,56101 Restaurants,2002 februari,,,,,,,,,,,,,,,,,,,,,
25717,25717,56101 Restaurants,2002 maart,,,,,,,,,,,,,,,,,,,,,
25718,25718,56101 Restaurants,2002 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
25719,25719,56101 Restaurants,2002 april,,,,,,,,,,,,,,,,,,,,,
25720,25720,56101 Restaurants,2002 mei,,,,,,,,,,,,,,,,,,,,,
25721,25721,56101 Restaurants,2002 juni,,,,,,,,,,,,,,,,,,,,,
25722,25722,56101 Restaurants,2002 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
25723,25723,56101 Restaurants,2002 juli,,,,,,,,,,,,,,,,,,,,,
25724,25724,56101 Restaurants,2002 augustus,,,,,,,,,,,,,,,,,,,,,
25725,25725,56101 Restaurants,2002 september,,,,,,,,,,,,,,,,,,,,,
25726,25726,56101 Restaurants,2002 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
25727,25727,56101 Restaurants,2002 oktober,,,,,,,,,,,,,,,,,,,,,
25728,25728,56101 Restaurants,2002 november,,,,,,,,,,,,,,,,,,,,,
25729,25729,56101 Restaurants,2002 december,,,,,,,,,,,,,,,,,,,,,
25730,25730,56101 Restaurants,2002 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
25731,25731,56101 Restaurants,2002,,,,,,,,,,,,,,,,,,,,,
25732,25732,56101 Restaurants,2003 januari,,,,,,,,,,,,,,,,,,,,,
25733,25733,56101 Restaurants,2003 februari,,,,,,,,,,,,,,,,,,,,,
25734,25734,56101 Restaurants,2003 maart,,,,,,,,,,,,,,,,,,,,,
25735,25735,56101 Restaurants,2003 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
25736,25736,56101 Restaurants,2003 april,,,,,,,,,,,,,,,,,,,,,
25737,25737,56101 Restaurants,2003 mei,,,,,,,,,,,,,,,,,,,,,
25738,25738,56101 Restaurants,2003 juni,,,,,,,,,,,,,,,,,,,,,
